Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2YPvtB4dfM3fETpN4t7Ien,"Cold (feat. Post Malone)","Cold (feat. Post Malone)","BigXthaPlug;Post Malone",2025-11-21,188800,56,true,21opbfqensrqobjzl3lumijsy,2025-11-25T14:19:05Z,"southern hip hop","BigXthaPlug under exclusive license to UnitedMasters LLC",0.596,0.825,6,-4.625,1,0.104,0.0567,0,0.1,0.531,157.98,4
spotify:track:2doTTX8MLsVnAyAQqmqV7j,"Elsker Dig Så Meget","Dine Venner","Blæst",2024-10-11,202453,60,false,21opbfqensrqobjzl3lumijsy,2026-06-07T18:52:11Z,"dansk pop,dansktop","Universal Music A/S",0.68,0.717,8,-6.253,1,0.0372,0.11,0.0000021,0.138,0.702,160.051,4
spotify:track:741gKfxwv3ula55pRYlR7F,"Disko i KBH","Dine Venner","Blæst",2024-10-11,173777,47,false,21opbfqensrqobjzl3lumijsy,2026-06-07T18:58:02Z,"dansk pop,dansktop","Universal Music A/S",0.866,0.601,9,-5.357,0,0.0433,0.221,0,0.333,0.873,115.011,4
spotify:track:4gzE3s3gWflm3cUHYwPXz0,"Hvor Er Du Nu","Dine Venner","Blæst",2024-10-11,188582,26,false,21opbfqensrqobjzl3lumijsy,2026-06-07T19:04:12Z,"dansk pop,dansktop","Universal Music A/S",0.77,0.67,7,-6.202,1,0.0308,0.0706,0.0278,0.134,0.938,116.999,4
spotify:track:0jbo9gB4joAfLjKQX3XSdV,"Det Du Ikk’ Må","Dine Venner","Blæst",2024-10-11,237689,22,false,21opbfqensrqobjzl3lumijsy,2026-06-07T19:09:14Z,"dansk pop,dansktop","Universal Music A/S",0.392,0.596,4,-6.502,0,0.0735,0.273,0.000349,0.217,0.384,82.029,4
spotify:track:62ULtmT9IgrELMOpd4SJqi,"Den nye pige","Den nye pige","Blæst",2025-08-29,169851,56,false,21opbfqensrqobjzl3lumijsy,2026-06-07T19:26:54Z,"dansk pop,dansktop","Island Records Denmark / Capitol Records Denmark",0.755,0.703,2,-5.226,1,0.0369,0.118,0.00000578,0.371,0.8,128,4
spotify:track:5WkXKxTw8DaYyPLn35nG2G,"Før det kan gå op","BLÆST FOREVER","Blæst;Karoline Mousing",2026-06-19,164883,33,false,21opbfqensrqobjzl3lumijsy,2026-07-20T23:27:37Z,"dansk pop,dansktop","Universal Music A/S",0.534,0.754,8,-5.57,0,0.0552,0.245,0,0.137,0.147,87.247,4
spotify:track:2oEvJBlUWV8tiB46OFoPNm,"Ekko","BLÆST FOREVER","Blæst;Makosir",2026-06-19,178490,33,false,21opbfqensrqobjzl3lumijsy,2026-07-20T23:43:30Z,"dansk pop,dansktop,norwegian hip hop,norwegian pop","Universal Music A/S",0.65,0.845,9,-5.907,0,0.0938,0.0864,0.0000914,0.157,0.52,91.973,4
spotify:track:6yNgksIvyLstd9w0HscPkz,"Er Vi Okay?","Er Vi Okay?","ICEKIID;Blæst",2026-03-20,150057,57,false,21opbfqensrqobjzl3lumijsy,2026-07-20T23:47:05Z,"dansk rap,dansk pop,dansktop","Island Nordic",0.776,0.733,2,-8.607,1,0.135,0.301,0,0.354,0.603,120.067,4
spotify:track:4DUKNAGXgyQDgPIwEFWPgv,"Fredag:Mandag","Dine Venner","Blæst",2024-10-11,164236,23,false,21opbfqensrqobjzl3lumijsy,2026-07-21T11:19:41Z,"dansk pop,dansktop","Universal Music A/S",0.689,0.833,8,-4.919,0,0.0333,0.0308,0.00893,0.0617,0.708,103.989,4
spotify:track:13FqfGjRrTuwkBjKBLDHMN,"Dine Venner","Dine Venner","Blæst",2024-10-11,181911,40,true,21opbfqensrqobjzl3lumijsy,2026-07-21T11:36:45Z,"dansk pop,dansktop","Universal Music A/S",0.732,0.604,11,-8.386,0,0.0846,0.626,0.00517,0.446,0.749,76.941,4
spotify:track:7mN2sORwclTgy1IsWLwY8S,"Kig Op Fra Gulvet","Stiv Kuling","Blæst",2022-09-30,158746,39,false,21opbfqensrqobjzl3lumijsy,2026-07-21T12:19:05Z,"dansk pop,dansktop","Universal Music A/S",0.742,0.759,11,-6.086,1,0.0594,0.0983,0,0.0899,0.561,112.011,4
spotify:track:6zSW85VF6TNKwqnkFmIXmx,"Gemmeleg (feat. Dusin)","Gemmeleg (feat. Dusin)","Blæst;Dusin",2020-04-03,185084,26,false,21opbfqensrqobjzl3lumijsy,2026-07-21T12:58:58Z,"dansk pop,dansktop","W.A.S. Entertainment",0.85,0.617,9,-5.648,0,0.0534,0.296,0,0.055,0.846,118.01,4
